Type,CurrentGen,Arch,CpuCores,CpuThreadsPerCore,VCpu,GpuCount,GpuName,MemoryMiB,EbsOnly,InstanceStorage,NetPerf,EbsBwMbps,HasGPU,USDPerHr
m5d.8xlarge,True,x86_64,16,2,32,,,131072,default,1200.0,10 Gigabit,6800.0,False,1.808
m8gd.8xlarge,True,arm64,32,1,32,,,131072,default,1900.0,15 Gigabit,10000.0,False,1.84512
m6g.12xlarge,True,arm64,48,1,48,,,196608,default,,20 Gigabit,14250.0,False,1.848
m7a.8xlarge,True,x86_64,32,1,32,,,131072,default,,12.5 Gigabit,10000.0,False,1.85472
m6id.8xlarge,True,x86_64,16,2,32,,,131072,default,1900.0,12.5 Gigabit,10000.0,False,1.8984
m5n.8xlarge,True,x86_64,16,2,32,,,131072,default,,25 Gigabit,6800.0,False,1.904
m8a.8xlarge,True,x86_64,32,1,32,,,131072,default,,15 Gigabit,10000.0,False,1.94752
m7g.12xlarge,True,arm64,48,1,48,,,196608,default,,22.5 Gigabit,15000.0,False,1.9584
m5zn.6xlarge,True,x86_64,12,2,24,,,98304,default,,50 Gigabit,9500.0,False,1.982
m4.10xlarge,False,x86_64,20,2,40,,,163840,default,,10 Gigabit,4000.0,False,2.0
m5a.12xlarge,True,x86_64,24,2,48,,,196608,default,,10 Gigabit,6780.0,False,2.064
m6a.12xlarge,True,x86_64,24,2,48,,,196608,default,,18.75 Gigabit,15000.0,False,2.0736
m8g.12xlarge,True,arm64,48,1,48,,,196608,default,,22.5 Gigabit,15000.0,False,2.15424
m6gd.12xlarge,True,arm64,48,1,48,,,196608,default,2850.0,20 Gigabit,14250.0,False,2.1696
m5dn.8xlarge,True,x86_64,16,2,32,,,131072,default,1200.0,25 Gigabit,6800.0,False,2.176
m6in.8xlarge,True,x86_64,16,2,32,,,131072,default,,50 Gigabit,25000.0,False,2.22768
m7i-flex.12xlarge,True,x86_64,24,2,48,,,196608,default,,Up to 18.75 Gigabit,7500.0,False,2.29824
m5.12xlarge,True,x86_64,24,2,48,,,196608,default,,12 Gigabit,9500.0,False,2.304
m6i.12xlarge,False,x86_64,24,2,48,,,196608,default,,18.75 Gigabit,15000.0,False,2.304
m8gn.8xlarge,True,arm64,32,1,32,,,131072,default,,100 Gigabit,20000.0,False,2.328
m8gb.8xlarge,True,arm64,32,1,32,,,131072,default,,66.66 Gigabit,50000.0,False,2.328
m8i-flex.12xlarge,True,x86_64,24,2,48,,,196608,default,,Up to 22.5 Gigabit,7500.0,False,2.4132
m7i.12xlarge,True,x86_64,24,2,48,,,196608,default,,18.75 Gigabit,15000.0,False,2.4192
m6g.16xlarge,True,arm64,64,1,64,,,262144,default,,25 Gigabit,19000.0,False,2.464
m6g.metal,True,arm64,64,1,64,,,262144,default,,25 Gigabit,19000.0,False,2.464
m5ad.12xlarge,True,x86_64,24,2,48,,,196608,default,1800.0,10 Gigabit,6780.0,False,2.472
m8i.12xlarge,True,x86_64,24,2,48,,,196608,default,,22.5 Gigabit,15000.0,False,2.54016
m6idn.8xlarge,True,x86_64,16,2,32,,,131072,default,1900.0,50 Gigabit,25000.0,False,2.54592
